fips,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,RepublicanMargin,RepublicanVoteShare,DemocratVoteShare,UnemploymentRate,PovertyRate,MedianIncome,PerCapitaIncome,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,Rent,correlation,n_years,state_fips
5109,,,0.0,,65.78,81.63,15.85,4.25,18.2,44543.17,38147.5,17.8,89.34,3.92,6.63,10487.0,,,,51
5111,,,,,55.47,76.21,20.74,3.9,21.55,42617.0,40097.17,11.21,86.91,4.3,3.28,23483.83,,,,51
5113,0.0,,,,67.35,82.04,14.69,4.45,18.95,42984.33,35885.5,15.12,90.62,0.35,6.6,19750.0,,,,51
5115,13.0,,11.83,,50.21,73.35,23.13,4.4,15.63,50600.5,39513.33,23.38,88.4,2.69,9.39,63585.83,984.4,,,51
5117,0.0,,0.0,,57.03,77.39,20.35,3.87,15.22,50545.67,41529.33,15.51,85.37,11.53,1.74,8218.5,,,,51
5119,105.0,26.5,65.33,16.51,-20.92,37.76,58.68,4.32,16.2,55135.0,57570.5,35.67,54.36,37.06,6.24,395680.5,926.04,-0.82,6.0,51
5121,,,,,56.63,75.97,19.34,4.12,17.73,44628.5,37637.33,14.8,92.76,1.15,2.26,18152.0,,,,51
5123,,,0.0,,-7.15,44.74,51.89,5.7,33.1,36992.67,33856.83,11.64,40.35,53.71,4.95,24595.0,,,,51
5125,29.33,25.01,28.17,22.56,41.96,69.24,27.28,3.25,9.18,69575.33,48493.17,27.54,86.63,7.8,5.07,121449.67,1143.0,-0.22,6.0,51
5127,0.0,,0.0,,66.76,81.54,14.78,3.43,19.22,40620.0,36124.17,10.92,86.72,1.34,7.96,10126.17,,,,51
5129,0.0,,,,67.11,82.24,15.13,4.73,21.97,35727.5,32079.33,13.43,90.71,0.51,2.71,7893.5,,,,51
5131,26.17,24.89,25.83,21.81,36.2,65.87,29.67,3.82,16.28,50729.33,46008.17,22.68,72.14,6.33,14.61,127838.5,770.38,-0.92,6.0,51
5133,0.0,,0.0,,51.6,73.76,22.16,4.53,18.68,47051.83,38921.17,12.11,60.76,4.49,33.79,16520.17,,,,51
5135,0.0,,,,58.1,77.18,19.09,4.97,19.93,40706.83,39222.33,11.02,93.72,0.92,2.41,17247.67,,,,51
5137,0.0,,,,55.84,76.23,20.39,4.95,19.77,38283.17,35271.5,13.76,93.42,0.11,1.96,12442.17,,,,51
5139,13.0,,,,28.72,62.69,33.97,5.77,18.28,47838.5,50063.83,19.74,63.62,32.67,4.03,39193.67,,,,51
5141,,,,,55.33,75.97,20.64,5.07,17.65,43006.33,36826.67,15.71,94.23,0.7,3.28,16259.17,,,,51
5143,25.25,11.35,36.83,14.88,5.9,50.48,44.58,2.85,13.95,58873.17,46073.17,33.68,73.92,3.51,17.03,239078.5,1159.19,,4.0,51
5145,15.4,25.72,15.33,25.4,58.77,78.01,19.24,4.35,15.78,49944.67,41455.0,20.7,89.98,4.32,4.5,77933.67,,0.73,5.0,51
5147,0.0,,0.0,,21.47,59.01,37.54,4.63,24.27,38387.17,46621.83,15.05,69.64,28.08,0.39,6420.17,,,3.0,51
5149,0.0,,,,55.18,75.54,20.36,4.12,15.68,47620.67,39741.83,13.56,77.75,2.22,20.62,20939.17,,,,51
6000,,,,,,,,5.8,,,,,,,,,,,,60
6001,310.0,18.83,155.83,9.44,-63.01,16.69,79.7,4.77,9.25,112040.33,91371.5,48.93,37.31,10.38,22.32,1660469.5,2561.61,0.86,6.0,60
6003,0.0,,0.0,,-27.35,33.97,61.32,6.98,16.08,70086.5,73637.17,36.91,60.67,0.52,13.37,1286.33,,,,60
6005,10.67,,13.2,,24.66,60.31,35.65,5.67,10.8,68763.0,46811.67,19.72,83.5,2.13,14.49,39421.67,,0.5,3.0,60
6007,95.83,45.31,40.17,18.62,0.14,47.58,47.44,6.03,17.78,58912.67,51098.83,28.92,78.79,1.71,17.09,220221.67,1322.92,-0.78,6.0,60
6009,12.2,,12.5,,23.9,60.01,36.1,4.88,12.27,69345.83,53710.83,19.93,86.71,0.88,12.74,45545.67,,-0.2,5.0,60
6011,0.0,,,,15.53,56.03,40.5,13.3,11.28,62680.33,53235.5,14.75,74.32,1.63,60.06,21635.17,,,,60
6013,224.67,19.44,118.17,10.23,-44.76,25.82,70.58,4.9,8.12,111127.33,90236.33,43.41,51.56,8.66,25.96,1151704.17,2485.93,-0.97,6.0,60
6015,20.75,104.28,,,16.14,55.51,39.38,6.62,18.08,53429.17,41442.33,16.01,71.84,2.9,20.1,27531.67,,,4.0,60
6017,37.67,19.57,34.0,17.66,10.44,53.03,42.59,4.82,8.1,92579.0,75424.0,36.0,85.27,0.79,13.14,189927.17,2005.51,-0.76,6.0,60
6019,187.83,18.62,104.67,10.4,-7.26,44.69,51.95,8.27,19.1,62291.5,47763.83,22.22,56.63,4.62,53.6,995427.5,1570.92,-0.89,6.0,60
6021,12.75,,,,27.69,62.05,34.36,6.75,13.82,57501.83,48578.67,14.52,75.68,0.64,42.45,28320.33,,,4.0,60
6023,62.5,46.22,32.83,24.26,-30.61,31.42,62.03,5.12,18.22,54927.83,50756.5,30.74,77.49,1.24,12.05,136181.17,1460.67,-0.71,6.0,60
6025,36.5,20.24,12.25,,-30.09,33.3,63.39,18.63,19.55,51265.83,43480.33,15.35,52.16,2.58,84.77,180117.33,1427.1,-0.12,6.0,60
6027,12.0,,,,4.41,49.99,45.58,4.83,11.78,61291.33,59496.17,27.46,74.6,0.78,23.08,18409.0,,,,60
6029,393.5,43.24,117.67,12.97,11.01,53.61,42.6,9.0,18.85,59292.83,43379.0,17.31,65.28,5.35,54.22,897093.67,1353.34,-0.9,6.0,60
6031,27.17,17.78,17.33,17.0,12.57,54.37,41.81,8.78,17.07,61022.0,40543.83,14.49,59.46,6.48,55.22,151462.17,1711.15,-0.48,6.0,60
6033,54.67,82.08,16.83,32.62,-5.43,44.79,50.21,6.45,17.3,51653.67,43937.17,17.0,74.12,2.34,21.69,66069.33,1592.37,-0.71,6.0,60
6035,14.75,69.3,12.33,,51.27,73.88,22.61,5.47,16.82,61682.5,38200.0,12.27,77.06,8.63,19.59,31549.67,,0.5,4.0,60
6037,1863.0,18.94,892.0,9.02,-45.89,25.38,71.27,6.73,13.75,77106.83,69252.0,33.52,45.56,8.0,48.55,10018886.5,2387.2,0.97,6.0,60
6039,28.0,19.54,18.33,12.69,12.6,54.51,41.91,7.95,18.72,63513.17,43385.83,15.83,59.24,2.96,58.65,156193.5,1900.32,-0.56,6.0,60
6041,50.0,19.42,37.67,14.61,-65.16,15.74,80.9,3.67,7.28,126038.67,153963.33,60.14,75.93,2.3,16.25,260506.0,3296.5,-0.96,6.0,60
6043,,,,,19.82,58.06,38.23,6.42,14.97,58715.17,58161.5,26.93,85.72,1.07,12.05,17294.0,,,,60
6045,49.17,55.32,20.67,25.8,-33.82,30.09,63.91,5.38,15.57,57316.5,52503.5,24.26,78.65,0.66,25.91,89263.33,,-0.74,6.0,60
6047,54.5,19.17,27.5,10.3,-11.11,42.53,53.64,9.37,18.97,58969.67,43293.17,14.2,48.8,3.04,60.62,276308.0,1558.9,0.83,6.0,60
6049,0.0,,0.0,,46.08,71.45,25.37,7.1,18.53,48301.83,52960.67,19.44,86.51,1.73,14.94,8787.17,,,3.0,60
6051,,,0.0,,-19.02,38.2,57.22,5.72,9.38,73158.67,60858.17,30.74,81.58,0.47,27.14,13768.0,,,,60
6053,89.17,20.58,45.5,10.49,-41.06,27.55,68.6,7.53,12.62,81811.33,61316.17,26.01,47.31,2.46,59.23,435628.33,2173.36,-0.77,6.0,60
6055,23.67,20.02,16.17,15.45,-38.76,28.56,67.32,4.62,8.43,93529.83,82751.0,36.75,68.62,1.98,34.5,138714.67,2559.24,-0.69,6.0,60
6057,31.17,38.53,21.17,24.06,-11.49,41.75,53.24,4.68,10.37,75803.33,66637.83,37.96,90.59,0.47,9.68,100747.83,2482.98,-0.9,6.0,60
6059,623.67,19.73,339.33,10.72,-8.88,43.75,52.63,4.58,9.68,99990.83,77542.83,41.56,55.72,1.72,33.98,3172658.0,2543.07,-0.92,6.0,60
6061,68.67,16.75,54.0,13.27,8.37,52.08,43.71,4.27,6.58,101207.83,75075.17,40.92,78.95,1.63,14.41,395155.67,2197.9,-0.86,6.0,60
6063,,,10.0,,17.91,56.83,38.92,8.28,12.92,60324.0,55763.67,22.85,88.68,1.45,9.42,19189.0,,,,60
6065,690.33,27.9,285.33,11.55,-7.09,44.81,51.9,5.83,11.5,78566.33,47943.17,23.17,53.55,6.47,49.76,2416815.67,2027.6,-0.95,6.0,60
6067,443.67,28.19,198.17,12.64,-24.95,35.38,60.33,5.38,12.75,77983.17,58214.17,31.66,53.58,9.72,23.56,1550452.17,1792.36,-0.67,6.0,60
6069,16.0,,,,-23.39,36.41,59.8,6.4,8.68,93719.33,59270.0,20.67,67.92,0.88,60.49,62362.33,2600.46,,3.0,60
6071,490.83,22.41,243.67,11.14,-10.65,42.85,53.5,5.65,13.73,72377.5,45783.0,21.56,53.1,8.11,54.1,2163195.5,1929.98,-0.97,6.0,60
6073,766.83,23.24,400.33,12.1,-21.75,37.16,58.91,5.0,10.47,90346.0,69221.83,39.79,64.26,4.92,34.07,3303099.17,2372.65,-0.94,6.0,60
6075,471.0,56.32,82.0,9.73,-73.61,11.58,85.18,3.92,10.55,122452.67,145315.5,58.84,44.2,5.19,15.33,864632.33,3253.41,0.87,6.0,60
6077,178.83,22.89,88.33,11.35,-14.04,41.21,55.25,7.28,13.17,75542.83,51805.17,19.41,49.15,7.03,41.93,759454.33,1967.36,0.78,6.0,60
6079,77.83,27.55,49.17,17.39,-11.41,42.02,53.43,4.27,12.12,80792.5,64516.17,36.46,81.25,1.58,22.94,282055.33,2087.3,-0.92,6.0,60
6081,103.17,13.85,68.0,9.09,-57.54,19.61,77.15,3.55,6.62,136080.5,150492.67,51.87,47.12,2.32,24.19,761661.5,3098.61,-0.82,6.0,60
6083,104.33,23.47,51.33,11.54,-30.95,32.5,63.45,4.88,13.22,83164.33,71256.17,34.91,69.06,1.92,45.96,445256.5,2412.62,-0.8,6.0,60
6085,274.83,14.51,166.67,8.77,-48.99,23.68,72.66,3.87,7.0,140679.17,129769.67,53.71,40.42,2.45,25.19,1923288.83,3028.38,0.96,6.0,60
6087,78.17,29.3,37.83,14.09,-59.03,18.2,77.23,6.18,11.53,92557.83,78633.0,41.59,70.44,1.09,33.86,271696.17,2864.52,-0.69,6.0,60
6089,61.5,34.06,48.0,26.58,34.36,65.17,30.81,5.9,13.92,62152.33,51137.67,22.43,84.24,1.09,10.49,180533.83,1189.36,-0.84,6.0,60
6091,0.0,,0.0,,22.37,58.52,36.15,5.78,12.43,59977.5,46340.17,21.02,93.09,0.15,10.97,2963.17,,,3.0,60
6093,17.5,57.26,13.2,,17.18,56.19,39.01,7.27,16.42,50598.67,49053.5,22.22,82.44,1.59,13.01,43795.5,,,4.0,60
6095,106.33,23.69,61.0,13.61,-30.31,32.86,63.17,5.63,9.42,88561.0,57350.0,27.4,49.42,13.61,27.14,446386.5,2091.8,0.75,6.0,60
6097,123.33,25.28,75.67,15.47,-50.03,22.77,72.8,4.3,8.67,90820.0,73298.5,36.61,71.31,1.6,27.29,494543.33,2253.66,-0.9,6.0,60
6099,150.33,27.27,63.67,11.55,-1.14,47.5,48.64,7.3,13.88,69476.67,48345.17,17.68,67.01,2.95,47.33,547283.0,1603.91,0.93,6.0,60
6101,28.0,30.82,12.4,,16.03,56.18,40.15,8.3,13.78,64310.83,49096.17,19.54,61.54,1.96,31.56,97596.33,2061.26,0.59,5.0,61
6103,32.33,49.62,16.33,,35.85,66.02,30.17,6.4,15.38,55283.67,44455.17,16.98,80.81,0.84,25.87,64629.0,1404.74,,3.0,61
6105,,,,,7.1,50.44,43.35,6.03,18.8,46124.33,34208.83,19.24,83.62,0.92,7.43,14283.17,,,,61
6107,85.5,18.03,42.33,8.94,8.39,52.51,44.12,10.32,18.77,60112.67,44616.5,14.98,63.01,1.62,65.28,467370.17,1323.25,-0.87,6.0,61
6109,20.0,38.93,13.8,,19.61,57.78,38.17,6.12,12.18,64733.0,50119.0,22.72,85.95,1.7,12.6,54558.83,,-0.91,4.0,61
6111,200.33,23.9,98.17,11.69,-19.94,38.12,58.06,5.05,9.1,95150.5,69454.17,34.04,72.53,1.8,43.07,845041.17,2424.11,-0.89,6.0,61
6113,35.33,16.05,19.17,10.43,-41.43,27.12,68.55,5.17,16.33,78203.5,60846.5,42.54,64.06,2.69,31.9,217014.67,1933.82,0.88,6.0,61
6115,24.83,40.63,13.17,,22.05,58.64,36.59,7.32,15.77,59378.67,45737.17,17.37,70.39,3.46,28.99,78865.17,1788.77,-0.79,6.0,61
8000,,,,,,,,4.05,,,,,,,,,,,,80
8001,142.67,27.25,105.83,20.29,-13.69,40.72,54.41,4.42,9.63,80852.17,50877.67,25.62,73.76,3.41,40.62,511055.67,1644.83,-0.85,6.0,80
8003,11.5,,,,-0.23,47.19,47.41,4.42,18.8,47751.17,41297.83,26.28,76.77,1.18,47.21,16333.5,,,,80
8005,139.0,21.21,123.83,18.9,-21.14,37.11,58.25,4.15,8.18,86133.83,71242.5,43.77,68.16,10.9,19.67,648623.0,1616.87,-0.91,6.0,80
8007,,,,,18.59,57.2,38.61,4.15,10.63,63897.33,51373.67,39.09,81.64,0.98,18.45,13339.0,,,,80
8009,0.0,,0.0,,69.2,83.08,13.88,1.93,19.18,43099.17,49310.67,22.99,92.18,0.69,11.48,3534.17,,,,80
8011,0.0,,0.0,,32.95,64.61,31.67,3.82,30.08,41535.67,31143.0,14.03,80.51,4.6,32.42,5709.33,,,,80
8013,43.83,13.39,65.17,19.91,-53.82,21.08,74.9,3.4,10.57,90717.0,86685.5,62.53,85.9,0.88,13.87,325708.5,1907.61,-0.83,6.0,80
8014,12.5,,13.2,,-23.02,36.0,59.02,3.57,4.75,107400.0,78619.17,56.97,84.0,1.33,12.75,70673.17,1807.59,,,80
8015,0.0,,12.0,,-3.07,46.21,49.28,3.48,10.22,66192.5,58009.67,37.52,91.68,1.53,10.07,19543.67,,,,80
8017,0.0,,0.0,,74.57,86.25,11.68,1.98,13.13,57972.67,61970.83,21.96,89.4,0.42,13.39,1867.83,,,5.0,80
8019,0.0,,0.0,,-9.53,42.67,52.2,4.12,7.43,82682.67,69896.0,51.51,92.68,1.57,7.34,9440.0,,,,80
8021,0.0,,,,6.22,51.03,44.82,4.07,18.63,44631.5,42393.33,23.4,78.8,0.33,51.96,7847.5,,,,80
8023,0.0,,,,-27.83,34.2,62.03,4.93,23.42,35507.33,39210.5,22.33,75.61,0.55,61.01,3637.83,,,,80
8025,0.0,,0.0,,47.93,71.97,24.05,4.48,38.73,40958.83,22658.83,10.35,77.45,4.14,32.12,5783.17,,,,80
8027,0.0,,,,38.72,67.78,29.06,3.58,11.53,63586.0,49102.17,35.85,93.36,1.96,8.55,4807.83,,,4.0,80
8029,12.0,,12.5,,39.78,68.16,28.38,4.32,13.87,52542.0,43609.67,22.76,91.77,0.98,15.34,30858.0,,,,80
8031,252.83,35.15,158.33,21.99,-59.18,18.42,77.6,4.23,11.72,80222.17,97341.33,51.45,70.85,9.08,29.59,707211.67,1713.83,-0.96,6.0,80
8033,0.0,,0.0,,53.06,75.18,22.12,3.82,13.12,53014.67,38028.83,25.11,89.09,0.0,11.13,2090.0,,,5.0,80
8035,32.83,9.75,57.83,15.89,10.81,53.14,42.33,3.3,3.0,130345.17,86663.0,58.96,86.58,1.45,9.06,346879.33,1918.51,-0.94,6.0,80
8037,,,13.4,,-26.65,34.51,61.16,3.93,6.98,96968.67,99831.0,50.05,83.48,1.0,29.48,55165.17,3404.49,,,80
8039,12.0,,13.0,,51.37,73.68,22.31,3.0,5.37,110908.17,68276.17,35.4,90.52,0.34,7.57,25986.67,,,,80
8041,286.83,39.06,208.67,28.53,14.64,54.42,39.78,4.32,8.87,77198.83,56685.17,39.17,77.06,6.19,17.62,713501.33,1495.54,-0.84,6.0,80
8043,14.6,,20.0,42.46,41.38,68.63,27.26,5.62,16.48,53760.0,39064.67,19.04,88.8,4.29,13.46,48211.5,1257.99,-0.63,5.0,80
8045,10.33,,16.5,32.6,0.81,48.28,47.47,3.82,8.5,81394.83,62275.33,32.22,81.98,0.57,28.91,60297.5,2392.75,-0.5,3.0,80
8047,0.0,,0.0,,-6.85,43.79,50.63,4.5,6.77,81356.83,59691.5,43.2,91.92,0.38,9.21,5929.0,,,,80
8049,5.0,,,,5.58,50.43,44.85,3.75,7.53,79137.0,61496.83,38.2,90.79,0.88,9.28,15497.0,,,,80
8051,0.0,,,,-26.75,33.9,60.65,3.28,10.72,70379.17,58899.83,57.4,93.15,0.75,9.65,16890.83,,,,80
8053,0.0,,0.0,,18.37,56.42,38.05,3.13,7.6,65833.83,57921.0,44.87,92.23,0.78,5.16,866.0,,,5.0,80
8055,,,0.0,,4.12,49.93,45.8,6.83,19.65,45053.33,45114.17,23.93,90.06,0.23,33.7,6768.33,,,,80
8057,0.0,,0.0,,56.24,76.18,19.94,2.77,13.2,62541.5,60320.5,25.08,95.6,0.42,13.18,1354.67,,,6.0,80
8059,130.5,22.53,121.83,21.02,-14.65,40.23,54.88,3.78,6.93,94050.5,73158.83,46.97,87.26,1.15,15.56,577531.33,1661.7,-0.97,6.0,80
8061,0.0,,0.0,,76.29,87.08,10.78,2.17,13.4,52218.33,60197.83,20.03,96.26,0.6,5.18,1418.17,,,5.0,80
8063,0.0,,,,64.63,80.86,16.23,2.18,12.07,52371.83,46537.33,18.25,88.18,0.93,18.95,7246.17,,,,80
8065,,,,,-17.17,38.43,55.6,3.72,11.38,65354.5,45921.83,36.85,79.88,0.12,30.11,7567.33,,,,80
8067,14.0,,13.6,,-14.95,40.07,55.02,3.88,10.63,74633.67,64884.33,45.5,85.93,0.42,12.92,55749.17,1754.72,,3.0,80
8069,54.67,15.09,76.67,21.25,-11.94,41.38,53.32,3.52,10.52,80420.0,62242.33,48.74,88.68,0.98,11.84,351144.33,1565.72,-0.88,6.0,80
8071,16.0,,,,11.79,54.08,42.29,5.3,18.18,45848.33,42534.5,18.51,78.76,1.02,41.2,14357.17,,,,80
8073,0.0,,0.0,,62.16,79.58,17.42,3.17,15.77,50715.0,34981.0,16.7,87.62,7.71,19.14,5589.5,,,,80
8075,11.0,,,,55.77,76.16,20.39,3.25,14.35,55823.17,48037.5,20.18,86.78,1.06,16.78,21786.67,,,,80
8077,32.17,20.52,49.83,31.86,30.7,63.22,32.53,4.5,11.65,62495.0,50757.17,28.73,90.55,0.71,14.81,153520.83,1192.45,-0.93,6.0,80
8079,0.0,,0.0,,15.17,55.24,40.07,3.52,9.23,58390.67,67086.33,52.03,89.7,1.01,4.97,813.67,,,6.0,80
8081,0.0,,,,65.02,80.9,15.88,3.98,11.0,65492.67,45798.17,19.35,90.3,0.76,16.01,13173.5,,,,80
8083,10.0,,11.5,,24.98,60.38,35.4,4.85,14.75,54894.17,48074.17,29.58,79.85,0.85,12.77,26043.67,,,,80
8085,13.0,,17.17,48.65,38.33,67.49,29.16,4.13,11.68,58763.67,48193.17,25.92,89.22,0.34,20.71,42201.33,1684.25,,,80
8087,,,,,41.65,69.23,27.58,3.63,11.83,62034.67,48954.83,17.55,80.45,3.27,36.41,28724.83,,,,80
8089,12.0,,10.0,,22.8,59.51,36.7,4.87,20.93,45742.67,39874.17,18.74,82.45,1.1,42.35,18452.67,,,,80
8091,0.0,,0.0,,-16.55,39.76,56.31,4.15,6.92,80085.17,75974.17,48.47,94.31,1.34,3.23,4855.0,,,4.0,80
8093,,,15.0,,20.01,57.55,37.54,3.33,8.02,83840.17,54373.83,32.77,93.07,0.37,6.41,17697.0,,,,80
8095,0.0,,0.0,,58.86,78.13,19.27,2.2,11.1,57949.83,48645.67,25.56,90.18,0.08,27.39,4405.67,,,4.0,80
8097,,,,,-49.77,23.58,73.35,4.83,6.48,98727.17,194783.83,62.26,89.47,0.69,10.4,17656.0,10094.68,,,80
8099,,,,,46.15,71.51,25.36,3.38,18.98,47417.17,43421.0,17.96,85.48,1.04,38.68,12001.83,,,,80
8101,63.17,37.33,50.0,29.57,-0.98,47.27,48.25,5.48,15.62,54782.33,43912.17,23.07,78.45,2.03,43.31,166967.0,1076.79,-0.97,6.0,81
8103,0.0,,0.0,,67.91,82.25,14.35,4.27,10.3,67077.0,53848.67,23.21,89.45,0.35,10.58,6455.83,,,,81
8105,,,,,18.85,57.28,38.43,5.08,14.75,51481.17,52380.67,27.6,83.73,0.48,44.43,11386.0,,,,81
8107,,,,,-24.05,35.87,59.92,3.62,6.35,93602.33,102692.17,50.08,91.32,0.57,7.07,25008.33,,,,81
8109,,,0.0,,-12.44,41.28,53.72,4.7,22.22,44354.67,39815.0,23.6,87.3,0.89,35.97,6511.17,,,,81
8111,0.0,,0.0,,-19.9,38.13,58.03,3.53,12.98,61892.67,52042.67,38.19,93.61,0.0,15.67,642.83,,,5.0,81
8113,0.0,,0.0,,-51.07,22.67,73.73,4.67,8.33,82137.0,116724.5,59.49,93.78,0.26,10.97,8062.5,,,,81
8115,0.0,,0.0,,56.09,76.49,20.4,2.92,14.28,44132.5,47322.83,22.72,88.99,0.69,17.43,2369.83,,,3.0,81
8117,,,,,-35.55,29.71,65.27,3.65,6.98,91690.5,84685.33,52.39,87.46,0.52,14.53,30794.17,,,,81
8119,,,16.0,,37.64,66.73,29.09,4.07,7.77,74094.0,58971.0,36.69,91.6,0.8,7.2,24623.5,1833.98,,,81
8121,0.0,,,,73.76,85.55,11.79,2.55,12.57,55595.83,44460.0,20.61,93.81,1.52,10.47,4840.83,,,3.0,81
8123,58.33,17.21,60.83,18.08,19.43,57.25,37.83,4.03,9.3,82999.5,54609.33,28.77,85.21,1.29,29.84,316868.83,1494.39,-0.63,6.0,81
8125,0.0,,0.0,,66.2,81.76,15.56,2.18,12.63,60387.33,47290.0,22.82,88.98,1.09,24.43,9984.17,,,3.0,81
9000,,,,,,,,4.97,,,,,,,,,,,,90
9001,227.83,22.2,82.67,8.71,-24.84,36.44,61.28,4.9,9.22,96920.0,121857.67,48.36,71.25,11.44,19.9,947256.5,2202.45,-0.95,6.0,90
9003,363.5,39.85,96.67,10.98,-26.0,35.73,61.74,5.1,10.82,75451.75,68260.83,38.4,69.4,13.77,18.21,894770.0,1412.63,-0.86,6.0,90
9005,67.67,39.43,27.83,15.95,7.91,52.62,44.7,4.45,7.5,80380.0,71563.5,35.63,91.94,1.79,6.51,182837.75,1318.68,0.52,6.0,90
9007,52.33,34.37,21.5,16.14,-13.32,41.95,55.26,4.18,7.0,88783.75,72403.33,42.5,87.23,5.45,6.32,163432.75,1483.84,0.11,6.0,90
9009,406.33,44.14,94.83,11.23,-15.7,41.09,56.78,5.13,11.7,71254.5,61285.33,35.63,71.97,13.54,18.38,859334.0,1460.4,-0.89,6.0,90
9011,112.33,43.33,37.0,13.61,-12.89,41.86,54.75,5.27,8.62,74692.5,62529.33,33.9,79.94,5.88,10.85,268067.5,1336.97,-0.34,6.0,90
9013,37.83,28.21,20.8,15.93,-9.55,43.5,53.05,4.15,8.45,88360.5,61967.0,42.05,87.26,3.1,5.66,150849.75,1375.15,0.01,6.0,90
9015,48.5,42.21,18.5,17.16,5.44,50.92,45.48,5.1,11.3,66605.25,51214.67,24.15,88.26,2.34,11.98,116566.0,1276.47,-0.07,6.0,90
9110,,,,,,,,,10.05,87758.0,,41.1,66.93,12.65,17.86,977165.0,,,,91
9120,,,,,,,,,12.2,86950.0,,41.72,65.55,11.96,20.37,326381.0,,,,91
9130,,,,,,,,,7.05,99682.0,,45.27,83.89,4.96,7.02,175244.0,,,,91
9140,,,,,,,,,10.55,81587.5,,33.27,68.95,11.55,19.07,451887.0,,,,91
9150,,,,,,,,,8.05,84920.0,,25.03,85.18,1.68,11.83,95687.0,,,,91
9160,,,,,,,,,8.15,89206.0,,37.93,82.35,4.75,10.85,112696.0,,,,91
9170,,,,,,,,,11.75,82784.0,,40.4,67.54,13.37,18.84,571298.0,,,,91
9180,,,,,,,,,11.6,81446.0,,33.81,78.9,5.78,11.37,280293.0,,,,91
9190,,,,,,,,,7.7,121682.5,,54.24,66.75,10.04,20.12,620666.0,,,,91
10000,,,,,,,,4.77,,,,,,,,,,,,10
10001,81.5,44.15,26.67,14.48,-1.09,47.94,49.03,5.37,12.32,64059.33,47498.17,25.01,64.03,25.74,7.4,179253.83,1336.3,-0.73,6.0,10
10003,280.17,49.32,68.83,12.12,-34.56,31.35,65.9,4.65,10.75,77849.33,61762.67,37.14,61.55,25.2,10.34,563084.5,1441.53,-0.61,6.0,10
10005,113.67,46.15,32.0,12.98,14.82,56.4,41.58,4.57,11.08,70711.5,60067.5,29.65,80.14,11.45,9.32,231592.33,2101.19,-0.76,6.0,10
11000,,,,,,,,5.92,,,,,,,,,,,,11
11001,392.0,57.0,48.83,7.09,-86.76,4.96,91.72,5.92,15.23,93416.17,93712.67,60.42,40.5,45.32,11.22,683913.83,2195.04,0.97,6.0,11
12000,,,,,,,,4.27,,,,,,,,,,,,12
12001,45.5,16.38,38.0,13.72,-25.62,35.97,61.59,3.63,18.68,54922.17,49369.0,44.74,66.8,19.82,10.31,272054.17,1290.14,-0.86,6.0,12
12003,12.75,,,,68.41,83.64,15.23,3.6,14.08,62090.0,40221.5,14.07,80.29,13.03,2.81,28102.67,,,4.0,12
12005,59.33,32.82,42.0,23.2,44.41,71.07,26.66,3.97,12.58,61328.5,50323.67,24.98,79.62,10.61,6.77,181368.83,1481.22,-0.62,6.0,12
12007,10.0,,,,51.59,75.1,23.51,3.95,18.15,52147.83,38549.0,11.47,76.06,19.32,4.41,27596.5,,,,12
12009,280.0,45.53,132.0,21.42,17.55,57.67,40.13,3.98,10.32,66534.17,52874.83,31.31,79.83,9.83,10.77,596555.83,1538.5,-0.1,6.0,12
12011,583.5,29.93,235.17,12.06,-31.58,33.67,65.24,4.47,12.45,65544.5,60217.33,33.61,54.43,28.5,30.47,1932332.33,1916.9,0.83,6.0,12
12013,,,0.0,,60.24,79.39,19.15,4.22,21.27,43535.83,33678.33,10.11,78.64,12.71,6.04,14083.17,,,,12
12015,43.0,24.08,46.17,23.57,27.01,62.8,35.79,4.53,10.23,60302.67,49356.0,24.2,87.92,5.39,7.62,184764.0,1537.14,-0.93,6.0,12
12017,68.83,43.83,52.17,33.25,40.61,69.52,28.91,5.65,15.18,49185.0,42614.0,18.93,91.27,2.62,6.02,149738.0,1319.25,0.81,6.0,12
12019,65.67,29.44,41.17,18.45,39.49,68.74,29.24,3.57,8.45,75742.5,49865.0,26.19,76.55,11.05,10.32,214933.0,1471.75,-0.74,6.0,12
12021,92.67,23.64,58.0,14.83,25.12,61.94,36.82,3.93,10.22,79663.5,116629.67,37.3,81.24,6.68,28.2,374659.83,2125.74,-0.92,6.0,12
12023,18.67,38.37,15.67,29.29,44.93,71.74,26.81,4.13,16.83,50832.67,40946.17,15.47,75.08,17.58,6.48,69816.67,1308.15,0.45,6.0,12
12027,10.5,,,,30.58,64.66,34.08,4.08,22.97,44892.33,31093.67,11.84,78.84,12.35,31.71,35536.0,,,,12
12029,11.0,,,,65.1,82.12,17.02,4.25,23.22,41495.5,32640.67,9.35,85.83,8.23,4.25,16656.83,,,,12
12031,445.5,45.03,168.67,17.09,-2.08,47.93,50.01,4.17,14.42,61508.83,51969.0,30.98,57.24,29.43,10.32,963939.17,1327.54,-0.9,6.0,12
12033,163.33,50.58,60.5,18.79,16.93,57.24,40.32,4.15,15.43,57919.83,49052.67,27.29,66.69,21.83,5.88,317187.33,1276.62,-0.87,6.0,12
12035,32.17,29.04,24.67,20.58,20.69,59.63,38.95,4.67,9.62,67122.0,55232.33,26.51,79.96,9.75,10.77,113118.67,1556.7,0.75,6.0,12
