fips,DrugDeaths,DrugDeathRate,SuicideDeaths,SuicideRate,RepublicanMargin,RepublicanVoteShare,DemocratVoteShare,UnemploymentRate,PovertyRate,MedianIncome,PerCapitaIncome,BachelorsOrHigher,WhiteAlone,BlackAlone,HispanicLatino,Population,Rent,correlation,n_years,state_fips
31139,0.0,,0.0,,74.14,85.64,11.5,2.43,9.33,65880.5,77149.0,22.79,96.65,0.25,2.0,7216.83,,,3.0,31
31141,,,,,57.18,77.16,19.98,2.6,8.37,67221.67,53705.83,23.34,89.42,0.61,20.11,33674.67,,,,31
31143,0.0,,0.0,,61.63,79.23,17.6,2.32,7.4,67615.0,62624.83,19.56,94.97,0.15,5.83,5212.5,,,5.0,31
31145,0.0,,,,68.71,82.78,14.08,2.37,11.1,56605.17,52172.5,22.26,93.5,0.76,5.52,10733.83,,,3.0,31
31147,0.0,,0.0,,50.65,73.91,23.26,2.68,11.68,53443.0,54917.0,19.38,92.87,0.81,2.04,7912.67,,,5.0,31
31149,0.0,,0.0,,78.09,87.67,9.58,2.03,13.93,52727.17,75520.83,26.78,97.71,0.97,0.89,1356.5,,,6.0,31
31151,0.0,,0.0,,27.26,61.45,34.19,2.87,9.87,65147.0,48041.5,18.89,85.14,1.31,25.98,14287.33,,,3.0,31
31153,15.33,,24.0,13.07,14.58,54.89,40.31,2.77,5.45,89318.67,57738.67,40.63,85.32,4.04,9.88,185757.83,1134.65,0.4,6.0,31
31155,0.0,,,,45.69,70.87,25.18,2.57,6.93,77018.17,60607.17,27.62,96.31,0.49,2.34,21716.83,,,,31
31157,11.0,,13.0,,45.11,70.66,25.55,3.2,14.02,53682.67,50225.17,23.95,86.78,0.69,24.38,36089.67,,,,31
31159,0.0,,0.0,,44.61,70.28,25.67,2.73,7.25,75112.17,57788.83,30.21,96.04,0.6,2.68,17401.33,,,,31
31161,0.0,,0.0,,73.29,85.44,12.15,2.27,14.55,50800.33,58597.17,21.71,81.71,1.52,5.75,5172.33,,,5.0,31
31163,0.0,,0.0,,55.6,76.27,20.67,2.62,12.38,52789.5,53295.0,19.68,96.72,0.26,2.33,3002.67,,,5.0,31
31165,0.0,,0.0,,76.36,86.61,10.25,2.23,15.65,53276.5,68149.0,26.53,92.06,1.34,3.68,1198.0,,,6.0,31
31167,0.0,,,,63.86,80.04,16.18,2.43,7.32,69541.5,55356.83,19.17,94.64,1.16,5.97,5904.67,,,5.0,31
31169,0.0,,0.0,,56.91,77.05,20.14,2.18,10.17,56806.33,61360.33,21.21,95.65,0.36,2.75,5036.67,,,5.0,31
31171,0.0,,0.0,,78.47,88.04,9.57,3.15,13.25,53992.67,61509.5,24.5,93.26,0.45,1.94,603.67,,,6.0,31
31173,0.0,,,,3.64,50.49,46.84,3.88,20.88,51764.17,51621.67,18.42,37.27,0.2,6.9,6962.83,,,3.0,31
31175,0.0,,0.0,,64.21,81.07,16.86,2.58,11.68,52686.17,61369.0,25.77,98.1,0.32,2.5,4111.17,,,3.0,31
31177,0.0,,,,41.78,68.94,27.16,2.68,6.42,84675.5,64067.17,32.44,96.07,0.78,2.92,20598.83,,,,31
31179,0.0,,0.0,,48.67,72.27,23.59,2.33,12.23,61992.33,49241.83,32.9,93.94,1.41,6.4,9513.17,,,5.0,31
31181,0.0,,0.0,,61.78,79.65,17.88,2.83,11.82,54088.83,55977.5,21.77,94.77,0.21,5.21,3477.83,,,3.0,31
31183,0.0,,0.0,,72.91,85.19,12.28,1.92,12.9,53151.33,69762.33,22.85,98.89,0.0,1.49,761.83,,,6.0,31
31185,0.0,,,,52.95,74.36,21.41,2.48,9.55,65186.33,57111.33,26.62,93.45,1.38,5.2,13967.17,,,,31
32000,,,,,,,,6.52,,,,,,,,,,,,32
32001,,,10.0,,49.83,72.34,22.51,4.08,10.78,64390.67,51056.5,18.2,79.73,2.29,14.54,24795.0,,,,32
32003,604.0,26.25,438.33,19.11,-9.81,43.45,53.25,7.23,13.63,65243.0,55441.0,25.35,55.04,11.84,31.52,2219240.5,1450.35,0.8,6.0,32
32005,13.5,,14.83,44.99,30.36,63.07,32.71,5.02,7.98,79857.67,86775.0,30.77,86.32,0.7,12.95,48759.33,2299.42,,,32
32007,16.33,46.26,19.5,43.48,55.21,75.15,19.94,3.7,9.68,82064.5,51524.5,17.01,78.29,0.86,24.67,52951.0,,,3.0,32
32009,0.0,,0.0,,65.66,80.79,15.12,4.17,14.43,51052.67,55281.33,19.52,93.61,1.11,24.81,987.83,,,6.0,32
32011,0.0,,0.0,,77.12,86.88,9.77,2.92,10.32,75403.17,48266.5,12.27,92.58,0.06,8.58,1729.17,,,5.0,32
32013,,,10.0,,52.17,73.84,21.67,3.63,10.57,76276.5,51932.67,18.85,81.16,0.75,27.42,17052.67,,,,32
32015,0.0,,,,60.72,78.25,17.53,3.68,10.73,84128.67,71110.33,12.09,89.24,2.01,25.07,5689.83,,,,32
32017,0.0,,0.0,,69.01,82.46,13.45,4.22,13.43,61720.83,48171.17,16.6,85.99,4.42,8.17,4857.5,,,3.0,32
32019,15.5,,19.17,39.03,41.25,68.56,27.31,5.8,10.13,67297.17,44576.83,15.07,81.8,0.97,17.92,56683.5,1502.71,0.57,6.0,32
32021,0.0,,0.0,,26.12,60.36,34.24,5.02,17.25,50922.67,45496.5,14.49,66.8,3.69,15.11,4513.83,,,,32
32023,23.2,52.42,21.0,41.99,40.9,68.71,27.81,6.48,15.1,53765.0,40428.17,12.07,79.92,2.2,15.37,47848.5,1328.11,-0.41,5.0,32
32027,0.0,,0.0,,50.39,73.34,22.95,4.08,17.37,58456.5,37929.33,11.12,76.52,3.82,24.51,6609.83,,,,32
32029,0.0,,0.0,,34.53,65.25,30.72,4.88,7.33,81274.33,70455.83,30.73,85.4,1.94,4.02,4042.0,,,,32
32031,170.67,35.03,109.33,22.55,-3.43,45.91,49.35,4.43,10.42,75208.5,69639.17,31.71,72.86,2.41,24.92,470785.0,1589.44,-0.83,6.0,32
32033,0.0,,,,56.68,76.01,19.33,3.33,12.58,63049.17,54865.33,13.49,82.68,6.6,16.6,9362.0,,,,32
32510,16.4,46.52,21.83,46.06,12.26,53.61,41.35,5.05,11.88,62240.17,56088.83,23.16,77.89,1.99,24.5,56489.83,1813.24,-0.36,5.0,32
33000,,,,,,,,3.3,,,,,,,,,,,,33
33001,21.67,39.34,14.75,,12.47,54.66,42.19,3.35,7.87,75713.17,69400.83,31.96,95.51,0.68,1.83,62320.67,1749.77,0.45,6.0,33
33003,12.67,,12.2,,0.85,48.88,48.03,3.55,8.6,68856.5,67977.17,36.21,96.35,0.51,1.57,49293.0,,-0.18,6.0,33
33005,22.83,37.59,15.17,29.73,-15.62,40.41,56.03,3.3,9.38,70015.5,59613.33,33.54,94.5,0.78,1.99,76339.67,1517.45,0.17,6.0,33
33007,16.25,76.18,,,6.91,51.75,44.84,4.05,13.13,51394.33,49792.33,19.46,94.9,2.3,2.24,31580.83,,,4.0,33
33009,16.5,21.95,17.33,24.14,-22.59,36.97,59.55,2.92,9.17,74128.83,70316.67,42.06,91.09,1.24,2.51,90436.0,1884.21,-0.47,6.0,33
33011,153.83,36.47,73.83,17.52,-5.05,45.77,50.82,3.4,7.07,88533.33,68620.33,39.02,87.18,2.73,7.19,417566.17,1590.41,-0.18,6.0,33
33013,43.67,28.39,33.83,22.02,-7.55,44.49,52.05,2.92,7.32,81396.67,64965.0,36.08,93.1,1.5,2.3,151848.33,1811.44,0.31,6.0,33
33015,76.33,24.28,44.0,14.02,0.51,48.76,48.25,3.43,5.07,100537.0,84852.0,42.34,93.47,0.86,3.2,310468.0,1838.21,0.51,6.0,33
33017,50.17,38.1,20.83,17.45,-12.99,41.66,54.65,3.08,8.98,78959.5,58308.5,36.82,91.22,1.02,2.68,130008.33,1474.11,-0.11,6.0,33
33019,18.33,62.02,11.0,,-1.55,47.33,48.88,2.85,9.72,67297.0,60304.5,29.07,95.63,0.72,1.7,43203.17,1443.48,,3.0,33
34000,,,,,,,,5.32,,,,,,,,,,,,34
34001,165.33,61.27,33.5,12.42,-6.8,45.65,52.45,8.15,12.72,67097.67,54208.0,28.98,62.93,14.1,19.25,270306.17,1361.51,0.53,6.0,34
34003,157.83,16.73,74.17,7.86,-15.39,41.44,56.83,4.83,6.67,108347.5,91810.5,50.47,67.09,5.83,20.63,941854.83,2229.85,-0.34,6.0,34
34005,153.17,33.66,46.83,10.26,-18.01,39.94,57.95,4.63,6.48,93666.5,66823.83,39.34,69.93,16.71,8.45,453696.33,1650.04,0.82,6.0,34
34007,296.0,57.34,48.5,9.41,-33.29,32.4,65.69,5.72,12.12,75624.33,58316.33,33.11,60.99,19.26,17.39,514530.33,1538.7,-0.12,6.0,34
34009,50.0,53.41,15.0,20.91,17.28,57.76,40.48,8.77,9.62,73552.83,68952.0,34.08,89.43,4.1,8.0,94315.33,,0.09,6.0,34
34011,85.17,56.49,17.0,,-6.1,46.02,52.12,6.98,14.83,58247.17,44544.33,16.43,62.27,19.42,31.49,152914.67,1682.1,-0.76,6.0,34
34013,350.33,42.29,48.17,5.85,-55.99,21.34,77.33,6.5,14.65,68978.0,70248.67,36.32,39.19,38.83,23.45,824520.83,1746.98,0.62,6.0,34
34015,138.5,46.44,28.0,10.01,-1.14,48.31,49.45,5.18,7.63,90855.0,59666.83,33.92,80.15,10.36,6.61,296637.5,1675.43,0.86,6.0,34
34017,178.67,25.9,45.83,6.67,-48.34,24.98,73.32,5.4,14.4,79731.17,69866.67,44.34,48.18,12.13,42.7,691320.33,2437.64,0.67,6.0,34
34019,16.0,16.16,16.33,16.18,7.54,52.37,44.82,4.02,4.25,123176.17,95036.17,54.0,88.31,2.68,6.88,126990.33,2045.06,-0.0,6.0,34
34021,126.0,33.52,28.83,7.67,-39.24,29.33,68.57,4.42,10.65,87311.33,74802.83,43.34,58.54,20.22,18.26,376197.33,1934.83,-0.61,6.0,34
34023,212.0,25.12,60.0,7.12,-21.91,38.12,60.02,4.78,8.15,96958.0,66660.33,44.28,53.13,10.25,21.59,842782.83,2009.07,-0.41,6.0,34
34025,177.33,28.11,52.67,8.34,4.99,51.49,46.51,4.72,6.53,108162.0,88077.17,47.76,80.55,6.82,10.98,632359.17,2097.7,0.67,6.0,34
34027,85.67,17.1,40.17,8.0,-1.4,48.22,49.61,4.25,4.92,121870.33,103564.33,55.49,77.89,3.38,13.64,501076.0,2346.78,0.47,6.0,34
34029,216.0,34.33,60.0,9.52,30.35,64.26,33.91,5.2,10.3,77402.33,56526.17,31.43,89.03,3.08,9.41,616301.83,1964.9,0.22,6.0,34
34031,146.5,28.82,29.0,5.7,-18.56,39.89,58.45,6.7,14.03,74506.33,54475.17,29.3,57.27,11.03,42.19,511913.33,1792.21,0.46,6.0,34
34033,34.5,54.28,,,13.6,55.51,41.91,6.2,11.35,71348.33,52291.83,22.09,78.11,14.0,9.61,63918.67,,0.89,6.0,34
34035,53.67,15.88,23.83,7.05,-18.34,39.72,58.06,4.35,5.2,124451.83,106352.0,55.9,62.29,9.69,14.98,337345.17,2082.45,-0.05,6.0,34
34037,40.5,28.4,15.17,17.11,23.14,60.16,37.02,5.1,5.53,101031.83,67700.33,37.28,90.18,2.25,8.94,143147.5,1877.46,0.49,6.0,34
34039,154.33,27.35,39.83,7.05,-35.69,31.31,67.0,5.48,8.98,87719.83,73160.67,37.05,50.07,21.01,32.21,563071.33,1997.06,0.9,6.0,34
34041,31.17,28.77,12.0,,19.34,58.35,39.01,4.78,7.62,86911.17,59828.17,34.14,85.51,4.76,10.01,107786.17,1409.64,-0.44,6.0,34
35000,,,,,,,,5.47,,,,,,,,,,,,35
35001,344.5,50.98,165.33,24.44,-22.21,35.87,58.08,5.03,15.0,59532.5,51364.5,35.54,67.43,2.88,50.38,676481.67,1143.35,-0.93,6.0,35
35003,0.0,,,,48.48,72.48,24.0,6.02,20.82,38285.33,37656.5,16.87,93.31,0.28,17.0,3577.17,,,,35
35005,19.83,46.71,16.17,30.93,39.62,67.67,28.05,5.47,20.58,47131.17,45546.83,17.57,77.73,1.58,57.84,64988.5,1204.11,0.55,6.0,35
35006,11.67,,10.67,,-8.02,42.97,51.0,6.95,26.48,42884.0,31930.33,15.0,45.12,1.38,38.54,27056.33,,,3.0,35
35007,,,,,10.16,52.41,42.24,4.98,18.18,45769.83,45484.17,21.6,80.32,0.72,49.36,12295.5,,,,35
35009,18.5,51.24,11.75,,41.84,68.63,26.8,4.13,17.68,50555.33,49774.33,20.56,63.6,5.42,43.19,49133.83,1103.31,,4.0,35
35011,0.0,,0.0,,47.09,71.25,24.16,4.23,18.73,40962.5,54252.83,10.87,53.24,1.69,58.68,1893.0,,,5.0,35
35013,49.83,22.44,37.83,17.1,-18.16,38.43,56.59,5.82,21.92,47239.5,42348.33,29.17,73.06,1.86,68.61,217833.33,1087.41,-0.71,6.0,35
35015,19.0,36.35,15.33,34.38,48.29,72.39,24.1,4.27,13.88,64321.5,63706.0,17.12,80.83,1.52,50.23,59443.0,,0.19,6.0,35
35017,11.0,,13.0,,-7.36,44.02,51.38,5.55,19.5,44521.5,46129.83,26.86,82.44,0.83,50.31,27885.17,,,,35
35019,0.0,,0.0,,-16.5,38.78,55.28,5.73,24.18,38305.17,39902.83,10.7,63.7,1.63,74.41,4393.67,,,,35
35021,0.0,,0.0,,28.29,61.78,33.5,4.3,16.05,42087.0,44422.5,26.08,66.78,0.05,40.61,534.5,,,6.0,35
35023,0.0,,0.0,,12.27,54.03,41.75,4.33,23.62,41373.5,48589.67,16.75,82.03,0.63,58.73,4239.33,,,,35
35025,19.17,31.64,13.5,,55.86,76.2,20.34,6.05,16.35,58868.5,49937.5,14.21,75.66,3.99,60.02,71618.5,1307.54,0.72,6.0,35
35027,14.0,,,,37.59,66.98,29.39,5.47,16.5,50944.33,46869.33,25.53,85.74,1.29,33.67,19851.83,,,,35
35028,,,,,-24.51,33.49,58.0,2.9,3.65,129691.17,79559.33,68.22,82.29,0.83,18.11,18938.67,,,,35
35029,11.0,,,,8.25,52.16,43.91,12.45,25.62,35804.0,35715.5,12.26,79.51,1.67,67.89,24739.5,,,,35
35031,22.5,45.34,21.83,33.42,-38.76,27.47,66.23,7.48,31.82,38555.83,32251.5,11.94,12.46,0.58,14.47,72389.17,,0.57,6.0,35
35033,0.0,,0.0,,-32.79,31.49,64.29,6.15,21.38,40775.17,49385.5,16.34,57.15,0.02,81.68,4374.5,,,,35
35035,21.0,43.66,19.17,32.02,26.65,60.82,34.17,5.48,19.13,47750.17,39349.0,19.57,71.73,3.56,38.68,66947.33,1307.92,-0.36,5.0,35
35037,,,,,36.35,65.98,29.63,5.5,22.75,37507.17,42476.5,15.98,79.87,1.93,45.74,8486.83,,,,35
35039,42.17,106.73,10.33,,-35.81,29.75,65.55,5.57,20.15,48098.0,40033.5,18.4,44.75,0.61,71.31,39724.17,,0.9,6.0,35
35041,,,,,42.18,68.51,26.33,4.67,19.6,46486.83,45398.33,22.24,72.46,2.37,43.03,19039.17,982.27,,,35
35043,34.0,24.57,37.0,24.63,-6.56,43.75,50.31,5.33,10.73,72851.5,49147.67,31.11,66.4,2.28,39.73,145779.0,1408.37,-0.91,6.0,35
35045,36.0,29.53,40.17,32.81,29.76,62.11,32.35,6.35,21.85,49368.5,40752.33,15.33,48.43,0.77,21.04,124347.67,1036.11,-0.77,6.0,35
35047,21.0,85.42,10.0,,-41.24,26.95,68.19,6.12,23.73,41773.17,41497.17,22.94,57.63,1.41,77.85,27517.5,,,4.0,35
35049,64.0,41.63,36.33,23.73,-52.85,21.55,74.4,4.88,12.27,66564.83,67097.5,41.35,75.86,1.04,51.02,151853.83,1546.24,-0.81,6.0,35
35051,,,,,23.31,59.09,35.77,7.15,24.67,36800.5,44571.0,20.48,84.11,0.37,31.28,11279.67,,,,35
35053,13.75,,10.0,,-7.73,43.0,50.73,5.52,25.45,40036.0,39907.0,19.48,70.12,0.7,50.14,16682.0,,,4.0,35
35055,16.4,63.58,13.5,,-53.84,20.37,74.22,7.0,19.0,45448.33,42820.33,31.75,74.98,0.27,56.84,33617.5,,-0.59,5.0,35
35057,12.0,,,,32.4,63.27,30.87,7.02,22.37,44117.83,40144.5,15.05,78.44,1.87,43.86,15357.83,,,,35
35059,0.0,,0.0,,55.0,75.54,20.54,3.68,19.42,42807.33,39320.67,14.01,78.52,1.46,42.42,4114.0,,,,35
35061,28.33,36.55,16.33,27.21,9.27,51.83,42.56,5.67,17.55,52227.67,40929.0,19.5,72.47,1.39,60.89,76286.5,1279.22,0.67,6.0,35
36000,,,,,,,,5.57,,,,,,,,,,,,36
36001,85.0,27.28,31.17,10.04,-29.26,33.41,62.66,4.17,12.18,72879.17,68701.67,43.3,73.83,12.28,6.23,310886.67,1249.14,-0.93,6.0,36
36003,13.5,,11.0,,39.43,67.43,28.0,5.37,16.35,52886.33,41434.17,22.56,95.01,1.62,1.73,46852.5,,,,36
36005,672.33,48.16,83.0,5.93,-70.7,13.6,84.3,9.28,26.6,43473.83,40935.0,20.59,20.09,34.46,56.15,1442452.67,2189.73,0.86,6.0,36
36007,74.5,38.33,21.83,11.88,-1.62,47.09,48.71,5.12,17.32,55911.5,47290.0,29.01,84.24,5.49,4.46,195825.5,1185.89,-0.96,6.0,36
36009,23.33,42.06,12.6,,30.47,63.24,32.77,5.5,16.5,52258.83,44044.33,19.75,91.06,1.5,2.22,77128.0,,-0.64,6.0,36
36011,21.0,33.47,13.0,,9.98,52.85,42.88,4.67,13.27,60622.33,48843.17,22.5,90.65,3.89,3.05,76872.83,,-0.4,5.0,36
36013,51.67,40.95,16.83,16.66,20.81,58.29,37.48,5.32,16.82,50946.67,44934.83,23.16,90.5,2.65,7.77,128109.67,,-0.86,6.0,36
36015,31.83,42.04,13.0,,14.73,55.35,40.62,5.0,14.87,56990.83,49266.17,23.95,87.04,5.83,3.26,84395.67,,-0.49,6.0,36
36017,19.75,48.39,10.0,,23.95,59.81,35.86,4.45,13.3,55181.67,47554.67,18.46,95.31,0.84,2.29,47563.83,,,4.0,36
36019,18.75,31.74,11.33,,-4.09,45.89,49.99,4.65,13.58,60662.5,49184.67,24.99,90.53,3.98,2.92,80245.0,,,4.0,36
36021,15.2,,11.5,,-12.68,41.79,54.47,3.68,11.22,71432.5,64439.0,34.21,87.58,3.98,5.06,60971.83,1884.24,-0.98,5.0,36
36023,14.0,43.19,,,3.14,49.16,46.02,5.12,14.67,58585.83,46070.67,27.58,93.22,1.96,2.84,47350.0,1183.45,-0.16,4.0,36
36025,14.6,45.07,10.5,,21.21,58.79,37.58,4.82,14.68,53972.0,44943.17,23.27,93.56,1.68,4.08,44848.5,,-0.38,5.0,36
36027,103.5,35.01,38.67,13.09,-6.51,45.08,51.6,4.22,8.8,86321.33,63706.17,37.05,75.87,10.59,12.78,295019.67,1592.67,-0.78,6.0,36
36029,292.17,31.19,95.33,10.22,-11.87,42.44,54.31,5.12,13.53,63320.67,55391.0,35.3,76.69,13.11,5.72,935045.5,1095.84,-0.87,6.0,36
36031,13.0,,,,-2.95,46.14,49.09,4.9,11.92,60459.67,51837.5,29.5,92.93,2.99,3.0,37436.67,,,,36
36033,12.25,,15.0,,3.24,49.35,46.11,5.02,16.28,55691.67,46255.17,20.86,82.87,4.88,3.36,49078.67,,0.44,4.0,36
36035,16.75,,10.0,,31.57,63.74,32.17,5.37,13.9,56324.0,48413.67,18.52,92.71,1.76,3.45,53498.17,,,4.0,36
36037,18.6,36.51,10.0,,32.64,64.09,31.45,4.28,10.1,64607.17,48273.33,22.34,91.42,2.14,3.4,58044.83,,-0.37,5.0,36
36039,17.0,51.55,11.0,,18.9,57.34,38.43,4.87,12.2,62170.0,54195.5,24.81,87.92,5.64,6.22,47756.0,1676.89,-0.37,5.0,36
36041,0.0,,0.0,,31.53,63.85,32.32,5.7,9.75,60587.67,53198.33,20.52,94.5,0.9,1.8,4798.67,,,3.0,36
36043,15.0,,11.0,,31.09,63.76,32.67,5.25,13.17,59028.83,47482.67,21.62,94.58,1.27,2.32,61247.0,,,4.0,36
36045,25.17,26.05,17.0,21.82,19.51,57.69,38.18,5.47,13.28,57342.33,50084.17,23.62,85.18,5.96,7.71,115211.33,1200.46,-0.8,6.0,36
36047,538.17,20.85,154.17,5.98,-56.92,20.52,77.45,7.1,18.75,69048.83,58052.33,38.86,42.14,31.09,18.95,2639848.67,2860.18,0.85,6.0,36
36049,,,,,38.45,67.27,28.82,5.32,12.22,59421.17,51290.5,18.38,95.96,1.02,1.7,26634.67,,,,36
36051,13.8,,15.0,,19.33,57.48,38.15,4.42,11.73,65454.17,49388.67,27.86,91.95,2.64,3.77,62821.5,,0.19,5.0,36
36053,14.4,,11.33,,11.74,53.48,41.74,4.72,10.53,65859.33,52495.83,26.63,93.24,1.67,2.34,69676.67,,-0.32,5.0,36
36055,277.5,37.15,80.5,10.78,-18.91,38.41,57.32,4.8,13.55,65198.67,57344.67,39.41,74.18,15.05,9.13,750136.17,1139.84,-0.51,6.0,36
36057,12.75,,,,23.19,59.76,36.57,5.47,14.68,53922.5,46026.67,18.78,85.38,2.73,14.7,49468.17,,-0.78,4.0,36
36059,227.5,16.59,83.5,6.09,-8.28,44.59,52.86,4.22,5.77,126151.67,94377.17,46.97,65.25,11.63,17.14,1373125.67,2860.69,-0.72,6.0,36
36061,426.5,26.61,133.83,8.33,-74.84,11.33,86.17,5.62,16.18,91019.33,186262.0,62.06,53.97,14.33,25.86,1642414.5,3480.98,0.89,6.0,36
36063,73.17,34.83,29.0,14.85,12.3,54.39,42.09,5.62,13.05,59485.33,50232.33,25.73,86.2,6.84,3.26,211656.17,792.89,-0.94,6.0,36
36065,66.5,29.08,30.0,13.12,16.72,56.32,39.61,4.78,14.58,59095.33,49997.0,26.32,84.13,6.07,6.1,230659.83,1309.25,-0.88,6.0,36
36067,153.67,32.98,54.0,11.6,-18.24,39.01,57.25,4.62,13.62,66036.83,57790.17,36.31,78.29,11.16,5.14,468100.0,1218.96,-0.92,6.0,36
36069,23.83,24.26,16.33,20.49,2.44,48.82,46.39,4.22,8.5,70760.5,58829.67,36.43,91.55,2.36,4.95,110898.83,1269.99,0.02,6.0,36
36071,121.0,30.6,38.83,9.84,1.95,49.5,47.55,4.5,12.28,84579.67,55274.5,30.91,70.94,11.11,21.26,390190.0,1703.37,-0.6,6.0,36
36073,11.0,,,,36.96,66.4,29.43,5.08,13.0,57881.17,44018.17,16.87,88.05,5.73,5.08,40597.83,,,,36
36075,33.0,30.65,15.33,,20.69,58.22,37.52,5.55,15.65,59527.67,45265.67,20.22,94.42,1.13,2.71,118194.33,1094.06,-0.6,6.0,36
36077,17.75,34.93,11.67,,7.03,51.25,44.22,4.52,13.8,59940.17,49050.0,32.67,92.34,2.13,3.89,59686.17,,,4.0,36
36079,21.17,22.58,13.5,,10.47,53.84,43.36,4.12,6.18,108480.5,75457.5,41.25,83.84,3.29,15.93,98402.5,2621.1,-0.28,6.0,36
36081,393.5,17.33,151.83,6.69,-47.77,25.1,72.87,6.55,12.23,75773.33,53671.67,33.44,34.63,17.97,27.97,2328605.5,2498.84,0.92,6.0,36
36083,42.33,26.57,17.0,12.84,-3.26,46.14,49.4,4.17,11.48,75036.83,54492.17,33.52,84.45,6.51,5.16,160106.67,1143.64,-0.77,6.0,36
36085,145.0,29.92,34.0,7.03,14.92,56.41,41.5,6.33,11.27,86168.17,60418.33,34.51,70.3,10.1,18.53,483939.0,1822.68,-0.89,6.0,36
36087,49.83,14.95,18.83,7.52,-3.23,47.26,50.49,4.22,14.27,97913.5,64770.67,41.74,69.11,11.86,18.06,330743.0,2318.25,0.4,6.0,36
36089,20.8,22.92,15.6,18.51,10.67,53.22,42.55,5.43,16.7,54239.67,42886.67,23.59,92.56,2.43,2.35,108833.17,,0.61,5.0,36
36091,32.17,14.98,25.83,11.59,-2.51,46.55,49.05,3.77,6.67,88432.83,72637.33,42.38,91.6,1.7,3.34,232143.0,1331.55,-0.76,6.0,36
36093,46.17,29.25,16.4,15.81,-12.74,41.53,54.28,4.55,12.13,69317.17,54431.33,32.89,74.49,10.25,7.36,156872.83,1152.98,-0.84,6.0,36
36095,10.0,,,,30.11,62.71,32.6,4.75,11.9,62541.83,48337.83,23.58,93.29,1.69,3.43,30608.5,,,,36
36097,,,,,19.13,57.43,38.3,5.08,13.23,57137.17,47139.83,23.7,95.54,0.98,1.85,17897.83,,,,36
36099,,,12.0,,9.67,52.58,42.91,4.48,13.25,57849.5,44995.5,21.51,90.31,4.88,3.64,34083.17,,,,36
36101,19.33,28.08,15.4,22.19,30.96,63.54,32.57,4.98,13.43,57537.67,51516.67,24.76,93.92,1.61,1.7,95085.5,,-0.78,6.0,36
36103,452.33,30.06,134.67,8.97,2.97,50.21,47.24,4.43,6.73,111592.17,78272.17,37.61,76.98,7.68,19.8,1504177.83,2670.18,-0.84,6.0,36
36105,42.67,54.91,12.0,,9.77,53.15,43.38,4.63,15.5,60594.0,51550.83,26.18,77.49,8.3,16.57,76889.33,1532.38,-0.76,6.0,36
36107,11.0,,14.0,,22.23,59.0,36.77,4.5,10.73,65212.17,49925.33,26.0,95.48,0.9,2.05,48569.5,,,,36
36109,21.33,25.21,13.2,,-47.07,24.16,71.24,3.78,15.67,64586.0,48999.5,54.93,79.32,4.01,5.24,103098.17,1754.57,-0.75,6.0,36
36111,63.5,35.19,28.0,15.54,-17.16,39.46,56.62,4.42,13.2,72430.5,58222.33,33.91,81.31,6.02,10.6,180417.83,1535.95,-0.81,6.0,36
36113,14.67,,,,2.93,49.14,46.21,4.88,10.1,66595.17,58906.5,32.39,94.7,1.3,2.71,65000.5,,,3.0,36
36115,17.67,41.09,11.0,,16.46,56.11,39.65,4.38,11.48,62304.17,45926.67,20.66,92.72,2.94,2.84,61478.67,,,3.0,36
36117,21.17,25.41,14.4,,21.27,58.43,37.16,4.37,10.48,65780.0,51818.33,23.85,91.35,2.54,4.56,90909.67,,-0.59,6.0,36
36119,160.67,16.37,74.17,7.57,-35.41,31.27,66.68,4.48,8.72,105131.67,115229.5,50.17,60.95,14.68,25.1,983662.33,2473.45,-0.75,6.0,36
36121,10.0,,,,46.65,71.53,24.88,4.68,10.25,63016.17,46501.67,17.8,90.69,4.15,3.32,40375.33,,,,36
36123,,,,,18.92,57.11,38.19,3.95,12.9,60194.83,46417.67,24.44,96.1,0.8,2.21,24872.5,,,,36
37000,,,,,,,,4.53,,,,,,,,,,,,37
37001,47.67,27.51,21.83,13.05,9.81,53.85,44.04,4.45,13.48,57989.83,45636.67,25.86,67.9,19.58,12.97,167131.17,1091.23,-0.73,6.0,37
37003,11.0,,,,57.16,77.69,20.53,4.12,12.55,56883.83,43884.0,14.78,87.79,5.08,4.89,36850.67,,,3.0,37
37005,0.0,,,,49.1,73.59,24.5,4.95,17.23,43734.17,42491.33,19.44,94.21,2.01,9.86,10992.33,,,,37
37007,,,,,-7.06,45.93,53.0,5.17,21.72,43204.5,45137.5,11.07,46.86,48.54,4.24,23571.0,,,,37
37009,,,11.5,,45.4,71.64,26.24,4.0,14.98,47078.0,41916.67,19.98,95.57,0.85,5.11,26795.67,,,,37
37011,10.0,,,,53.73,76.0,22.27,4.0,16.12,49435.0,42272.67,22.23,90.68,4.03,5.1,17603.67,,,,37
37013,17.33,49.58,14.0,,25.28,61.89,36.61,4.73,18.48,51126.83,50954.83,20.0,71.04,24.28,8.06,45981.83,,0.95,6.0,37
37015,,,,,-22.69,38.25,60.95,5.23,23.22,40884.33,44152.33,14.95,34.87,61.52,1.9,18641.0,,,,37
37017,18.75,84.67,0.0,,12.28,55.6,43.32,5.28,21.88,43493.5,44610.0,17.87,57.17,34.46,7.75,31685.5,,,4.0,37
37019,46.83,31.43,26.67,18.0,26.14,62.12,35.98,5.7,10.08,67644.17,54840.5,30.74,83.54,9.3,4.94,134868.17,1461.64,-0.91,6.0,37
